category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
14191,"""NFL players protesting police brutality are doing so because they have many children with different women, leading their families into lives of crime.""",0.31235801905470423,they have,"(64, 73)",they,"(64, 68)",have many children with different women leading,"((69, 73), (74, 78))",their families,"(118, 132)",into lives of crime,"(133, 152)",,,,,,,,,,,,,,,6395
14192,"""NFL players protesting police brutality are doing so because they have many children with different women, leading their families into lives of crime.""",0.5617411649644959,,,they,"(64, 68)",have,"(69, 73)",many children with different women,"(74, 108)",,,,,,,,,,,,,,,,,6395
14193,"""NFL players protesting police brutality are doing so because they have many children with different women, leading their families into lives of crime.""",0.8776011732811596,NFL players protesting police brutality are doing,"(3, 52)",NFL players,"(3, 14)",protesting,"(15, 25)",police brutality,"(26, 42)",,,,,,,,,,,,,,,,,6395
14194,"""NFL players protesting police brutality are doing so because they have many children with different women, leading their families into lives of crime.""",0.8929376103299521,,,NFL players protesting police brutality,"(3, 42)",are doing,"(43, 52)",so,"(53, 55)","because they have many children with different women, leading their families into lives of crime","(56, 152)",,,,,,,,,,,,,,,6395
14196,"""An image shows Jimi Hendrix covered in tattoos while riding a dune buggy.""",0.9100029960835064,An image shows,"(3, 17)",Jimi Hendrix,"(18, 30)",covered,"(31, 38)",in tattoos,"(39, 49)",,,,,,,while riding a dune buggy,"(50, 75)",,,,,,,,,6397
14197,"""An image shows Jimi Hendrix covered in tattoos while riding a dune buggy.""",0.9225110574705064,,,An image,"(3, 11)",shows,"(12, 17)",Jimi Hendrix covered in tattoos,"(18, 49)",,,,,,,,,,,,,,,,,6397
14198,"""An image shows Jimi Hendrix covered in tattoos while riding a dune buggy.""",0.9143456855143792,,,Jimi Hendrix,"(18, 30)",riding,"(56, 62)",a dune buggy,"(63, 75)",,,,,,,,,,,,,,,,,6397
14201,"""PETA is releasing Lone Star Ticks into the northeastern United States in order to give people meat allergies.""",0.9324144673478684,,,PETA,"(3, 7)",is releasing,"(8, 20)",Lone Star Ticks,"(21, 36)",into the northeastern United States,"(37, 72)",in order,"(73, 81)",,,,,,,,,,,,,6399
14204,"""The Amish don’t get autism because they do not vaccinate their children.""",0.4649296389869295,,,they,"(38, 42)",do not vaccinate,"(43, 59)",their children,"(60, 74)",,,,,,,,,,,,,,,,,6401
14205,"""The Amish don’t get autism because they do not vaccinate their children.""",0.8726869446304376,,,The Amish,"(3, 12)",do n't get,"(13, 22)",autism,"(23, 29)",because they do not vaccinate their children,"(30, 74)",,,,,,,,,,,,,,,6401
14210,"""Gold Star widow Myeshia Johnson criticized Rep. Frederica Wilson on Facebook for misrepresenting the content of a condolence call from President Donald Trump.""",0.4953178616921359,,,Myeshia Johnson,"(19, 34)",(is] widow (of],"(13, 18)",Gold Star,"(3, 12)",,,,,,,,,,,,,,,,,6404
14211,"""Gold Star widow Myeshia Johnson criticized Rep. Frederica Wilson on Facebook for misrepresenting the content of a condolence call from President Donald Trump.""",0.9577875027776528,,,Rep. Frederica Wilson,"(46, 67)",for misrepresenting,"(80, 99)",the content of a condolence call from President Donald Trump,"(100, 160)",,,,,,,,,,,,,,,,,6404
14212,"""Gold Star widow Myeshia Johnson criticized Rep. Frederica Wilson on Facebook for misrepresenting the content of a condolence call from President Donald Trump.""",0.970206695616148,,,Gold Star widow Myeshia Johnson,"(3, 34)",criticized,"(35, 45)",Rep. Frederica Wilson,"(46, 67)",for misrepresenting the content of a condolence call from President Donald Trump,"(80, 160)",,,,,,,,,,,,,,,6404
14218,"""Film producer Harvey Weinstein cut a deal with the FBI to turn over ""names of elite pedophiles in Hollywood and Washington, D.C.""""",0.9220533441465696,Film producer Harvey Weinstein cut,"(6, 40)",Film producer Harvey Weinstein,"(6, 36)",cut a deal with the FBI to turn over,"((37, 40), (41, 52))",names of elite pedophiles in Washington,"(78, 117)",,,,,,,,,,,,,,,,,6407
14219,"""Film producer Harvey Weinstein cut a deal with the FBI to turn over ""names of elite pedophiles in Hollywood and Washington, D.C.""""",0.9679447781878692,,,Film producer Harvey Weinstein,"(6, 36)",cut,"(37, 40)",a deal with the FBI,"(41, 60)",to turn over   names of elite pedophiles in Washington,"(61, 117)",,,,,,,,,,,,,,,6407
14220,"""Film producer Harvey Weinstein cut a deal with the FBI to turn over ""names of elite pedophiles in Hollywood and Washington, D.C.""""",0.9220533441465696,Film producer Harvey Weinstein cut,"(6, 40)",Film producer Harvey Weinstein,"(6, 36)",cut a deal with the FBI to turn over,"((37, 40), (41, 52))",names of elite pedophiles,"(78, 103)",,,,,,,,,,,,,in Hollywood,"(104, 116)",,,6407
14221,"""Film producer Harvey Weinstein cut a deal with the FBI to turn over ""names of elite pedophiles in Hollywood and Washington, D.C.""""",0.9679447781878692,,,Film producer Harvey Weinstein,"(6, 36)",cut,"(37, 40)",a deal with the FBI,"(41, 60)",to turn over   names of elite pedophiles in Hollywood,"(61, 116)",,,,,,,,,,,,,,,6407
14229,"""The Tampa Bay Lightning fired J.T. Brown for raising his fist in protest during the national anthem.""",0.9413419135732626,,,The Tampa Bay Lightning,"(3, 26)",fired,"(27, 32)",J.T. Brown,"(33, 43)",for raising his fist in protest during the national anthem,"(44, 102)",,,,,,,,,,,,,,,6412
14230,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.30899953469486874,,,he,"(157, 159)",was defending,"(160, 173)",his 2-year-old sister,"(174, 195)",,,,,,,,,,,,,,,,,298
14231,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.30899953469486874,,,he,"(157, 159)",was defending,"(160, 173)",his 2-year-old sister,"(174, 195)",,,,,,,,,,,,,,,,,6413
14232,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.8738648074480594,,,a 14-year-old boy,"(102, 119)",was shot,"(124, 132)",by his stepfather,"(133, 150)",,,,,,,,,,,,,,,,,298
14233,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.8738648074480594,,,a 14-year-old boy,"(102, 119)",was shot,"(124, 132)",by his stepfather,"(133, 150)",,,,,,,,,,,,,,,,,6413
14234,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.9638723782822914,,,a company,"(46, 55)",will donate,"(56, 67)",money,"(68, 73)",towards the medical care of a 14-year-old boy,"(74, 119)",,,,,Every time a particular message is shared,"(3, 44)",,,,,,,,,298
14235,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.9638723782822914,,,a company,"(46, 55)",will donate,"(56, 67)",money,"(68, 73)",towards the medical care of a 14-year-old boy,"(74, 119)",,,,,Every time a particular message is shared,"(3, 44)",,,,,,,,,6413
14236,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.9385482820822948,,,a particular message,"(14, 34)",is shared,"(35, 44)",,,,,,,,,Every time,"(3, 13)",,,,,,,,,298
14237,"""Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.""",0.9385482820822948,,,a particular message,"(14, 34)",is shared,"(35, 44)",,,,,,,,,Every time,"(3, 13)",,,,,,,,,6413
14238,"""Robbers are flinging eggs at cars to impair drivers' vision and force them to stop.""",0.6976062852232524,Robbers are flinging,"(3, 23)",Robbers,"(3, 10)",are flinging eggs force,"((11, 23), (24, 28))",them,"(73, 77)",to stop,"(78, 85)",,,,,,,,,,,,,,,6414
14239,"""Robbers are flinging eggs at cars to impair drivers' vision and force them to stop.""",0.8668367470739037,,,Robbers,"(3, 10)",are flinging,"(11, 23)",eggs,"(24, 28)",to impair drivers' vision,"(37, 62)",,,,,,,,,,,,,,,6414
14240,"""Robbers are flinging eggs at cars to impair drivers' vision and force them to stop.""",0.1948871917044894,,,them,"(73, 77)",to stop,"(78, 85)",,,,,,,,,,,,,,,,,,,6414
14242,"""Police warned citizens to ""stay inside"" on Halloween night because of information that ""creepy clowns"" planned a ""purge night.""""",0.8872966301155124,,,creepy clowns,"(94, 107)",planned,"(110, 117)",a purge night,"(118, 133)",,,,,,,,,,,,,,,,,6416
14243,"""Police warned citizens to ""stay inside"" on Halloween night because of information that ""creepy clowns"" planned a ""purge night.""""",0.7955644778506638,,,citizens,"(17, 25)",to stay,"((26, 28), (31, 35))",inside,"(36, 42)",because of information that creepy clowns planned a purge night,"(64, 133)",,,,,on Halloween night,"(45, 63)",,,,,,,,,6416
14244,"""Police warned citizens to ""stay inside"" on Halloween night because of information that ""creepy clowns"" planned a ""purge night.""""",0.8563300519672945,,,Police,"(3, 9)",warned,"(10, 16)",citizens,"(17, 25)",to stay inside on Halloween night because of information that creepy clowns planned a purge night,"(26, 133)",,,,,,,,,,,,,,,6416
14245,"""During World War Two, singer Edith Piaf helped 120 prisoners of war escape from Nazi camps by fabricating phoney identity cards for them.""",0.9990000128746032,,,singer Edith Piaf,"(0, 0)",helped,"(0, 0)",120 prisoners,,,,,,,,,,,,,,,,,,6417
14246,"""During World War Two, singer Edith Piaf helped 120 prisoners of war escape from Nazi camps by fabricating phoney identity cards for them.""",0.9145897269608269,singer Edith Piaf helped,"(25, 49)",singer Edith Piaf,"(25, 42)",helped 120 prisoners of war escape from Nazi camps by fabricating,"((43, 49), (50, 63))",phoney identity cards,"(109, 130)",,,,,,,,,,,,,,,,,6417
14247,"""During World War Two, singer Edith Piaf helped 120 prisoners of war escape from Nazi camps by fabricating phoney identity cards for them.""",0.9583616991481964,,,singer Edith Piaf,"(25, 42)",helped,"(43, 49)",120 prisoners of war escape from Nazi camps,"(50, 93)",,,,,,,During World War Two,"(3, 23)",,,,,,,,,6417
14249,"""Mandalay Bay security guard Jesus Campos worked in the Clinton Foundation's Las Vegas office before the mass shooting.""",0.4953178616921359,,,Jesus Campos,"(31, 43)",(is] security guard (of],"(16, 30)",Mandalay Bay,"(3, 15)",,,,,,,,,,,,,,,,,6419
14250,"""Mandalay Bay security guard Jesus Campos worked in the Clinton Foundation's Las Vegas office before the mass shooting.""",0.9572029669433456,,,Mandalay Bay security guard Jesus Campos,"(3, 43)",worked,"(44, 50)",,,,,,,,,before the mass shooting,"(96, 120)",,,,,in the Clinton Foundation's Las Vegas office,"(51, 95)",,,6419
14267,"""A competitor one-ups a company proud of their new ultra-thin wire by drilling a hole through it.""",0.8103687806061152,,,A competitor,"(3, 15)",by drilling,"(69, 80)",a hole,"(81, 87)",through it,"(88, 98)",,,,,,,,,,,,,,,6427
14268,"""As of October 2017, Ireland plans to reduce its rate of corporation tax to 8 percent.""",0.8328590624724563,Ireland plans,"(23, 36)",Ireland,"(23, 30)",plans to reduce,"((31, 36), (37, 46))",its rate of corporation tax,"(47, 74)",to 8 percent,"(75, 87)",,,,,,,,,,,,,,,6428
14269,"""As of October 2017, Ireland plans to reduce its rate of corporation tax to 8 percent.""",0.9138064707632492,,,Ireland,"(23, 30)",plans,"(31, 36)",to reduce its rate of corporation tax to 8 percent,"(37, 87)",,,,,,,,,,,,,,,,,6428
14270,"""Teenagers are daring one another to a 72-hour challenge (or ""Game of 72""), during which they disappear for several days.""",0.7748138285547315,,,they,"(78, 82)",disappear,"(83, 92)",,,,,,,,,for several days,"(93, 109)",Game of 72,"(46, 56)",,,,,,,6429
14271,"""Teenagers are daring one another to a 72-hour challenge (or ""Game of 72""), during which they disappear for several days.""",0.8016573080327372,,,Teenagers,"(6, 15)",are daring,"(16, 26)",one another,"(27, 38)",,,,,,,,,,,,,,,,,6429
14272,"""A photograph shows a coyote being given a bath after it was mistaken by a dog by an Ohio family in October 2017.""",0.8865100782215272,A photograph shows,"(3, 21)",a coyote,"(22, 30)",being given,"(31, 42)",a bath,"(43, 49)",,,,,,,after it was mistaken by a dog by an Ohio family in October 2017,"(50, 114)",,,,,,,,,6430
14273,"""A photograph shows a coyote being given a bath after it was mistaken by a dog by an Ohio family in October 2017.""",0.93913168738072,,,A photograph,"(3, 15)",shows,"(16, 21)",A photograph shows a coyote being given a bath after it was mistaken by a dog by an Ohio family in October 2017,"(0, 114)",,,,,,,,,,,,,,,,,6430
14274,"""A photograph shows a coyote being given a bath after it was mistaken by a dog by an Ohio family in October 2017.""",0.4978219019954182,,,it,"(56, 58)",was mistaken,"(59, 71)",by a dog,"(72, 80)",by an Ohio family,"(81, 98)",,,,,in October 2017,"(99, 114)",,,,,,,,,6430
14275,"""Bay leaves contain a compound that decreases anxiety when burned.""",0.8872966301155124,,,a compound,"(22, 32)",decreases,"(38, 47)",anxiety,"(48, 55)",,,,,,,when burned,"(56, 67)",,,,,,,,,6431
14276,"""Bay leaves contain a compound that decreases anxiety when burned.""",0.8218381543027697,,,Bay leaves,"(3, 13)",contain,"(14, 21)",a compound that decreases anxiety,"(22, 55)",,,,,,,,,,,,,,,,,6431
14280,"""After only nine months in office, President Trump and family had already spent $147 million on personal travel, amounting to one-and-a-half times as much as President Obama and family spent in the eight years of the latter's presidency.""",0.9990000128746032,,,family,"(0, 0)",had spent,"(0, 0)",$ 147 million,,,,,,,,,,,,,,,,,,6434
14281,"""After only nine months in office, President Trump and family had already spent $147 million on personal travel, amounting to one-and-a-half times as much as President Obama and family spent in the eight years of the latter's presidency.""",0.9079300860828836,,,family,"(41, 47)",had spent,"((48, 51), (60, 65))",$ 147 million,"(66, 79)",on personal travel,"(80, 98)",,,,,After only nine months in office,"(6, 38)",already,"(52, 59)",,,,,,,6434
14282,"""After only nine months in office, President Trump and family had already spent $147 million on personal travel, amounting to one-and-a-half times as much as President Obama and family spent in the eight years of the latter's presidency.""",0.9436740204769644,,,President Obama,"(151, 166)",spent,"(167, 172)",,,,,,,,,in the eight years of the latter 's presidency,"(173, 219)",,,,,,,,,6434
14283,"""After only nine months in office, President Trump and family had already spent $147 million on personal travel, amounting to one-and-a-half times as much as President Obama and family spent in the eight years of the latter's presidency.""",0.9181538107823964,,,family,"(146, 152)",spent,"(153, 158)",,,,,,,,,in the eight years of the latter 's presidency,"(159, 205)",,,,,,,,,6434
14284,"""After only nine months in office, President Trump and family had already spent $147 million on personal travel, amounting to one-and-a-half times as much as President Obama and family spent in the eight years of the latter's presidency.""",0.9990000128746032,,,President Trump,"(0, 0)",had spent,"(0, 0)",$ 147 million,,,,,,,,,,,,,,,,,,6434
14285,"""After only nine months in office, President Trump and family had already spent $147 million on personal travel, amounting to one-and-a-half times as much as President Obama and family spent in the eight years of the latter's presidency.""",0.9364173652891112,,,President Trump,"(41, 56)",had spent,"((57, 60), (69, 74))",$ 147 million,"(75, 88)",on personal travel,"(89, 107)",,,,,After only nine months in office,"(6, 38)",already,"(61, 68)",,,,,,,6434
14292,"""NASA has recently confirmed the existence of Earth’s second moon.""",0.9414844166000864,,,NASA,"(3, 7)",has confirmed,"((8, 11), (21, 30))",the existence of Earth's second moon,"(31, 67)",,,,,,,recently,"(12, 20)",,,,,,,,,6437
14293,"""Divers uncovered the submerged city of Heracleion in October 2017.""",0.9105129651916236,,,Divers,"(3, 9)",uncovered,"(10, 19)",the submerged city of Heracleion,"(20, 52)",,,,,,,in October 2017,"(53, 68)",,,,,,,,,6438
14297,"""A mishap involving a little girl, a swinging door, and a gust of wind was caught on video during Hurricane Ophelia.""",0.9478321104829612,,,A mishap involving a gust of wind,"(6, 39)",was caught,"(40, 50)",on video,"(51, 59)",,,,,,,during Hurricane Ophelia,"(60, 84)",,,,,,,,,6440
14298,"""A mishap involving a little girl, a swinging door, and a gust of wind was caught on video during Hurricane Ophelia.""",0.9030401971054748,,,A mishap,"(6, 14)",involving,"(15, 24)",a gust of wind,"(25, 39)",,,,,,,,,,,,,,,,,6440
14299,"""A mishap involving a little girl, a swinging door, and a gust of wind was caught on video during Hurricane Ophelia.""",0.95661548140274,,,a swinging door,"(41, 56)",was caught,"(57, 67)",on video,"(68, 76)",,,,,,,during Hurricane Ophelia,"(77, 101)",,,,,a little girl,"(25, 38)",,,6440
14300,"""A mishap involving a little girl, a swinging door, and a gust of wind was caught on video during Hurricane Ophelia.""",0.9639744969924028,,,A mishap,"(6, 14)",involving,"(15, 24)","   A mishap involving a little girl , a swinging door was caught on video during Hurricane Ophelia","(0, 101)",,,,,,,,,,,,,,,,,6440
14301,"""The phrase ""a shot of whiskey"" originated in the Old West, as a single bullet was worth roughly the same as the drink and often substituted for currency.""",0.9315526874932588,,,a single bullet,"(75, 90)",was,"(91, 94)",worth often substituted for currency,"(95, 131)",,,,,,,,,,,,,,,,,6441
14302,"""The phrase ""a shot of whiskey"" originated in the Old West, as a single bullet was worth roughly the same as the drink and often substituted for currency.""",0.9382433616531214,,,The phrase,"(6, 16)",originated,"(43, 53)",,,,,,,,,as a single bullet was worth often substituted for currency,"(72, 131)",,,,,in the Old West,"(54, 69)",,,6441
14303,"""The phrase ""a shot of whiskey"" originated in the Old West, as a single bullet was worth roughly the same as the drink and often substituted for currency.""",0.9315526874932588,,,a single bullet,"(75, 90)",was,"(91, 94)",worth roughly the same as the drink,"(95, 130)",,,,,,,,,,,,,,,,,6441
14304,"""The phrase ""a shot of whiskey"" originated in the Old West, as a single bullet was worth roughly the same as the drink and often substituted for currency.""",0.9382433616531214,,,The phrase,"(6, 16)",originated,"(43, 53)",,,,,,,,,as a single bullet was worth roughly the same as the drink,"(72, 130)",,,,,in the Old West,"(54, 69)",,,6441
14311,"""Donald Trump's Las Vegas property is not a casino because the Nevada Gaming Commission refused Trump a gaming license and deemed him insufficiently ""trustworthy.""""",0.9485479188231728,,,the Nevada Gaming Commission,"(65, 93)",refused,"(94, 101)",Trump,"(102, 107)",,,,,,,,,,,,,,,,,6445
14312,"""Donald Trump's Las Vegas property is not a casino because the Nevada Gaming Commission refused Trump a gaming license and deemed him insufficiently ""trustworthy.""""",0.972876538459472,,,Donald Trump 's Las Vegas property,"(6, 40)",is not,"(41, 47)",a casino,"(48, 56)",because the Nevada Gaming Commission refused Trump a gaming license,"(57, 124)",,,,,,,,,,,,,,,6445
14313,"""The town of Ashley, Kansas, and its entire population disappeared after an earthquake in 1952.""",0.7218512110238421,,,The town of its entire population,"(6, 39)",disappeared,"(40, 51)",,,,,,,,,after an earthquake,"(52, 71)",in 1952,"(72, 79)",,,,,,,6446
14314,"""The town of Ashley, Kansas, and its entire population disappeared after an earthquake in 1952.""",0.9387281236502384,,,The town of Kansas,"(6, 24)",disappeared,"(25, 36)",,,,,,,,,after an earthquake,"(37, 56)",in 1952,"(57, 64)",,,,,,,6446
14315,"""The town of Ashley, Kansas, and its entire population disappeared after an earthquake in 1952.""",0.9387281236502384,,,The town of Ashley,"(6, 24)",disappeared,"(25, 36)",,,,,,,,,after an earthquake,"(37, 56)",in 1952,"(57, 64)",,,,,,,6446
14316,"""A video shows a group of Muslims attacking bar patrons in Cardiff, Wales, for drinking beer.""",0.9324144673478684,,,Muslims,"(28, 35)",attacking,"(36, 45)",bar patrons,"(46, 57)",for drinking beer,"(77, 94)",,,,,,,,,,,in Cardiff,"(58, 68)",,,6447
14317,"""A video shows a group of Muslims attacking bar patrons in Cardiff, Wales, for drinking beer.""",0.9597492605074652,,,A video,"(3, 10)",shows,"(11, 16)","a group of Muslims attacking bar patrons in Cardiff, Wales, for drinking beer","(17, 94)",,,,,,,,,,,,,,,,,6447
14320,"""Residents of some states will no longer be able to use their driver's licenses as ID for boarding airplanes after January 2018.""",0.8618510395507126,,,Residents of some states,"(3, 27)",to use,"(51, 57)",their driver's licenses,"(58, 81)",as ID,"(82, 87)",,,,,after January 2018,"(111, 129)",,,,,,,,,6449
14321,"""Residents of some states will no longer be able to use their driver's licenses as ID for boarding airplanes after January 2018.""",0.9324465761742488,,,Residents of some states,"(3, 27)",will be,"((28, 32), (43, 45))",able to use their driver's licenses as ID for boarding airplanes after January 2018,"(46, 129)",,,,,,,no longer,"(33, 42)",,,,,,,,,6449
14325,"""In 2017, Halloween will fall on Friday the 13th for the first time in 666 years.""",0.9610033692204464,,,Halloween,"(12, 21)",will fall,"(22, 31)",,,,,,,,,on Friday,"(32, 41)",In 2017,"(3, 10)",,,,,,,6453
14326,"""Since 1968, more Americans have been killed by guns than have been killed in all wars in U.S. history.""",0.9575503181980796,,,more Americans,"(15, 29)",have been killed,"(30, 46)",by guns,"(47, 54)",,,,,,,Since 1968,"(3, 13)",,,,,,,,,6454
14333,"""The Trump International Hotel in Washington D.C. handed out flyers promoting an anti-CNN petition to guests at check-in.""",0.8902454985915859,The Trump International Hotel in Washington D.C. handed out,"(3, 62)",The Trump International Hotel in Washington D.C.,"(3, 51)",handed out flyers promoting,"((52, 62), (63, 69))",an anti-CNN petition,"(80, 100)",to guests at check-in,"(101, 122)",,,,,,,,,,,,,,,6457
14334,"""The Trump International Hotel in Washington D.C. handed out flyers promoting an anti-CNN petition to guests at check-in.""",0.9286120932467752,,,The Trump International Hotel in Washington D.C.,"(3, 51)",handed out,"(52, 62)",flyers,"(63, 69)",promoting an anti-CNN petition to guests at check-in,"(70, 122)",,,,,,,,,,,,,,,6457
14337,"""We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.""",0.9180804252893388,,,a mass,"(70, 76)",shooting,"(77, 85)",on the Las Vegas strip,"(86, 108)",,,,,,,on 1 October 2017,"(109, 126)",,,,,,,,,6459
14338,"""We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.""",0.9472929138282772,,,conspiracy theories,"(34, 53)",associated,"(54, 64)",with a mass shooting on the Las Vegas strip on 1 October 2017,"(65, 126)",,,,,,,,,,,,,,,,,6459
14339,"""We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.""",0.4517038250665665,,,We,"(6, 8)",investigated,"(9, 21)",a number of conspiracy theories,"(22, 53)",,,,,,,,,,,,,,,,,6459
14340,"""We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.""",0.4517038250665665,,,We,"(6, 8)",investigated,"(9, 21)",a number of rumors,"(22, 40)",,,,,,,,,,,,,,,,,6459
14341,"""We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.""",0.4517038250665665,,,We,"(6, 8)",investigated,"(9, 21)",a number of hoaxes,"(22, 40)",,,,,,,,,,,,,,,,,6459
14342,"""Hugh Hefner paid $75,000 to be interred next to Marilyn Monroe in a Los Angeles cemetery.""",0.9990000128746032,,,Hugh Hefner,"(0, 0)",paid,"(0, 0)",$ 75000,,,,,,,,,,,,,,,,,,6460
14343,"""Hugh Hefner paid $75,000 to be interred next to Marilyn Monroe in a Los Angeles cemetery.""",0.9277724913494432,,,Hugh Hefner,"(3, 14)",to be interred,"(28, 42)",in a Los Angeles cemetery,"(66, 91)",,,,,,,,,,,,,next to Marilyn Monroe,"(43, 65)",,,6460
14344,"""Hugh Hefner paid $75,000 to be interred next to Marilyn Monroe in a Los Angeles cemetery.""",0.9605824069728296,,,Hugh Hefner,"(3, 14)",paid,"(15, 19)","$75,000","(20, 27)",to be interred next to Marilyn Monroe in a Los Angeles cemetery,"(28, 91)",,,,,,,,,,,,,,,6460
14353,"""An NFL owner told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.""",0.9370308021224009,,,An NFL owner,"(6, 18)",told,"(19, 23)",his players,"(24, 35)",they were therefore had to stand during the playing of the U.S. national anthem,"(36, 115)",,,,,,,,,,,,,,,6467
14354,"""An NFL owner told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.""",0.619523342365688,,,they,"(36, 40)",to stand,"(60, 68)",,,,,,,,,during the playing of the U.S. national anthem,"(69, 115)",,,,,,,,,6467
14355,"""An NFL owner told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.""",0.622249699713058,An NFL owner told,"(6, 23)",they,"(36, 40)",were,"(41, 45)",actors   playing the role of   patriotic super heroes  ,"(50, 111)",,,,,,,,,,,,,,,,,6467
14356,"""An NFL owner told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.""",0.8852061459754098,,,An NFL owner,"(6, 18)",told,"(19, 23)",his players,"(24, 35)",they were   actors,"(36, 56)",,,,,,,,,,,,,,,6467
14357,"""An NFL owner told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.""",0.8772656277736296,,,actors,"(50, 56)",playing,"(61, 68)",the role of   patriotic super heroes,"(69, 107)",,,,,,,,,,,,,,,,,6467
14360,"""A poster calling Trump a ""pendejo"" has been posted ""all over"" Puerto Rico.""",0.9648360690276614,,,A poster calling Trump a pendejo,"(3, 39)",has been posted,"(40, 55)",,,,,,,,,all over Puerto Rico,"(58, 80)",,,,,,,,,6469
14361,"""A poster calling Trump a ""pendejo"" has been posted ""all over"" Puerto Rico.""",0.9180804252893388,,,A poster,"(3, 11)",calling,"(12, 19)",Trump,"(20, 25)",a pendejo,"(26, 37)",,,,,,,,,,,,,,,6469
14362,"""An assortment of rumors associated with Hurricane Irma in September 2017.""",0.9105129651916236,,,rumors,"(20, 26)",associated,"(27, 37)",with Hurricane Irma,"(38, 57)",,,,,,,in September 2017,"(58, 75)",,,,,,,,,6470
14364,"""Planned Parenthood and the Satanic Temple have worked together to oppose laws restricting abortion rights in Missouri.""",0.9279812910556979,the Satanic Temple have worked together,"(6, 45)",the Satanic Temple,"(6, 24)",have worked together to oppose,"((25, 45), (46, 55))",laws restricting abortion rights in Missouri,"(56, 100)",,,,,,,,,,,,,,,,,6472
14365,"""Planned Parenthood and the Satanic Temple have worked together to oppose laws restricting abortion rights in Missouri.""",0.9145897269608269,,,the Satanic Temple,"(6, 24)",have worked together,"(25, 45)",to oppose laws,"(46, 60)",,,,,,,,,,,,,,,,,6472
14366,"""Planned Parenthood and the Satanic Temple have worked together to oppose laws restricting abortion rights in Missouri.""",0.9212499880074402,Planned Parenthood have worked together,"(6, 45)",Planned Parenthood,"(6, 24)",have worked together to oppose,"((25, 45), (46, 55))",laws restricting abortion rights in Missouri,"(56, 100)",,,,,,,,,,,,,,,,,6472
14367,"""Planned Parenthood and the Satanic Temple have worked together to oppose laws restricting abortion rights in Missouri.""",0.9067325661703172,,,Planned Parenthood,"(6, 24)",have worked together,"(25, 45)",to oppose laws,"(46, 60)",,,,,,,,,,,,,,,,,6472
14368,"""Planned Parenthood and the Satanic Temple have worked together to oppose laws restricting abortion rights in Missouri.""",0.8396499491243721,,,laws,"(56, 60)",restricting,"(61, 72)",abortion rights,"(73, 88)",,,,,,,,,,,,,in Missouri,"(89, 100)",,,6472
14369,"""The Oakland Raiders' offensive line allowed quarterback Derek Carr to be sacked several times because he did not take part in a protest during the national anthem.""",0.3808945036672451,,,Derek Carr,"(59, 69)",(is] offensive line allowed quarterback (of],"(24, 58)",Oakland Raiders,"(7, 22)",,,,,,,,,,,,,,,,,6473
